product_name,category,price,stock,daily_sales,lead_time,demand
Printer,Electronics,20273,255,25,11,277
Laptop,Electronics,11620,94,26,5,125
Table,Furniture,23192,274,14,11,155
Chair,Furniture,20563,123,11,5,52
Shampoo,Personal Care,41913,54,10,13,132
Shoes,Fashion,9391,198,5,6,34
Laptop,Electronics,3999,19,3,13,44
Laptop,Electronics,25891,40,26,11,281
Keyboard,Electronics,41928,231,7,2,10
Rice,Grocery,47149,170,7,7,51
Bottle,Accessories,45591,126,21,13,271
Chair,Furniture,25242,36,14,10,145
Keyboard,Electronics,30114,101,12,2,20
Oil,Grocery,31408,116,16,1,19
Keyboard,Electronics,29225,74,13,10,134
Sugar,Grocery,5212,157,29,14,403
Sugar,Grocery,38653,182,7,1,10
Printer,Electronics,6922,62,6,1,5
Soap,Personal Care,7843,166,30,3,94
Soap,Personal Care,43678,298,17,12,199
Laptop,Electronics,25971,28,8,7,56
Chair,Furniture,38216,285,20,11,221
Phone,Electronics,7389,166,30,8,237
Keyboard,Electronics,24849,244,12,5,65
Keyboard,Electronics,18734,178,28,4,107
Pen,Stationery,25869,125,29,4,118
Keyboard,Electronics,11440,89,11,6,66
Chair,Furniture,15976,290,26,6,158
Bag,Fashion,28925,117,10,2,17
Bag,Fashion,37157,30,11,9,97
Phone,Electronics,49486,243,9,7,67
Monitor,Electronics,46933,250,19,15,288
Oil,Grocery,39368,127,24,10,237
Bag,Fashion,47495,65,12,11,133
Shoes,Fashion,16282,236,8,3,19
Printer,Electronics,5044,32,25,10,255
Headphones,Electronics,19328,256,20,10,202
Bag,Fashion,32856,44,14,15,209
Phone,Electronics,28991,4,15,5,76
Shoes,Fashion,32871,162,16,14,221
Printer,Electronics,17295,90,8,15,116
Sugar,Grocery,39090,196,5,2,11
Shoes,Fashion,7417,203,17,14,235
Milk,Grocery,11667,233,29,13,379
Oil,Grocery,456,279,30,1,25
Laptop,Electronics,29523,88,17,9,157
Table,Furniture,20030,58,15,1,18
Chair,Furniture,9621,18,14,9,130
Mouse,Electronics,25644,234,10,10,98
Oil,Grocery,28432,243,10,11,108
Shoes,Fashion,7978,147,29,8,228
Sugar,Grocery,39616,185,22,14,308
Bag,Fashion,12144,136,2,8,12
Printer,Electronics,23570,236,26,3,80
Table,Furniture,4105,71,11,5,60
Rice,Grocery,10037,153,9,9,81
Phone,Electronics,28873,78,18,3,59
Headphones,Electronics,13939,176,28,14,393
Headphones,Electronics,18367,103,5,7,35
Table,Furniture,18800,218,8,4,33
Phone,Electronics,34840,255,8,9,69
Headphones,Electronics,42708,15,11,7,81
Oil,Grocery,5967,49,7,12,79
Phone,Electronics,5335,79,25,2,49
Shoes,Fashion,16579,89,5,1,2
Table,Furniture,30868,243,11,2,25
Bottle,Accessories,15312,159,30,4,119
Oil,Grocery,21178,188,3,4,9
Milk,Grocery,40562,271,14,9,123
Chair,Furniture,29473,295,18,2,39
Sugar,Grocery,15532,32,10,6,63
Pen,Stationery,27021,70,29,3,85
Rice,Grocery,4236,171,17,15,251
Soap,Personal Care,16068,237,3,2,10
Bag,Fashion,6227,254,23,14,320
Bottle,Accessories,18887,239,21,3,64
Bottle,Accessories,26807,209,9,13,121
Mouse,Electronics,15147,190,19,13,248
Shampoo,Personal Care,746,48,10,2,24
Shampoo,Personal Care,44970,154,25,13,328
Rice,Grocery,23649,167,15,5,70
Monitor,Electronics,49929,206,22,7,155
Pen,Stationery,35024,236,19,3,53
Notebook,Stationery,45033,157,10,6,64
Bag,Fashion,36137,277,27,2,51
Monitor,Electronics,13498,154,25,8,198
Soap,Personal Care,716,156,6,15,91
Notebook,Stationery,19862,64,14,9,124
Shampoo,Personal Care,34697,218,7,1,6
Laptop,Electronics,44133,196,29,15,432
Monitor,Electronics,37810,9,24,1,25
Shampoo,Personal Care,34157,248,28,2,58
Milk,Grocery,33120,236,1,11,10
Notebook,Stationery,11315,229,22,11,241
Headphones,Electronics,2114,180,9,6,57
Shampoo,Personal Care,1351,52,3,12,32
Bottle,Accessories,27520,78,2,1,0
Bottle,Accessories,26762,30,25,8,201
Phone,Electronics,36191,201,15,14,208
Soap,Personal Care,18742,62,14,6,80
Pen,Stationery,23374,64,4,10,38
Mouse,Electronics,3112,35,30,10,304
Oil,Grocery,27380,190,4,11,46
Pen,Stationery,28228,158,18,12,215
Bottle,Accessories,46969,40,4,4,17
Monitor,Electronics,31282,186,14,9,125
Notebook,Stationery,23386,195,13,3,38
Milk,Grocery,38280,235,15,14,207
Mouse,Electronics,34201,23,5,12,64
Shampoo,Personal Care,43508,284,15,6,93
Table,Furniture,22826,111,17,3,55
Chair,Furniture,5606,153,7,3,17
Rice,Grocery,37789,295,6,8,52
Table,Furniture,23686,113,29,6,173
Table,Furniture,6192,286,14,4,53
Mouse,Electronics,26698,233,4,8,33
Table,Furniture,26245,49,20,3,58
Shoes,Fashion,35493,114,13,1,9
Printer,Electronics,4135,55,7,10,74
Bag,Fashion,46945,160,24,2,53
Monitor,Electronics,21183,215,2,7,19
Oil,Grocery,21443,196,24,9,211
Monitor,Electronics,27153,91,24,2,50
Pen,Stationery,16349,293,16,15,237
Sugar,Grocery,14484,184,15,15,220
Headphones,Electronics,20539,135,2,2,7
Printer,Electronics,6762,73,3,4,8
Sugar,Grocery,48304,58,27,3,83
Soap,Personal Care,14543,4,25,14,345
Printer,Electronics,1128,92,1,8,5
Monitor,Electronics,44583,109,12,5,57
Printer,Electronics,47805,77,30,13,389
Shampoo,Personal Care,15218,126,24,7,173
Monitor,Electronics,10777,85,5,2,15
Milk,Grocery,41782,84,19,5,98
Shampoo,Personal Care,17584,286,3,12,32
Monitor,Electronics,3010,13,14,4,60
Shampoo,Personal Care,32636,32,26,15,394
Bag,Fashion,4792,176,2,2,0
Chair,Furniture,18791,8,7,4,29
Keyboard,Electronics,7496,24,10,5,52
Oil,Grocery,49557,97,21,15,315
Oil,Grocery,34452,178,23,4,88
Rice,Grocery,20558,87,8,11,92
Keyboard,Electronics,30421,263,15,2,29
Chair,Furniture,27095,141,6,9,51
Shoes,Fashion,30356,46,4,11,41
Monitor,Electronics,26587,138,28,1,28
Shoes,Fashion,32021,130,12,13,159
Laptop,Electronics,37208,266,2,5,15
Mouse,Electronics,14390,132,21,14,292
Headphones,Electronics,34982,141,19,1,24
Chair,Furniture,29334,160,13,3,37
Pen,Stationery,39863,136,18,5,89
Monitor,Electronics,43548,122,22,3,67
Milk,Grocery,33851,276,23,13,295
Mouse,Electronics,25711,55,14,15,211
Pen,Stationery,34341,137,20,12,235
Milk,Grocery,6484,152,30,9,266
Pen,Stationery,17948,267,12,8,98
Phone,Electronics,34688,64,29,10,290
Soap,Personal Care,26467,151,25,4,96
Headphones,Electronics,29950,69,11,11,126
Bottle,Accessories,39852,25,3,3,6
Monitor,Electronics,8216,152,6,10,64
Phone,Electronics,17957,247,3,1,3
Rice,Grocery,44350,137,30,11,326
Notebook,Stationery,36155,238,9,12,111
Bag,Fashion,26909,121,3,11,34
Phone,Electronics,38143,22,5,6,30
Sugar,Grocery,14755,105,21,14,298
Phone,Electronics,11232,77,2,5,6
Monitor,Electronics,49557,137,22,15,328
Pen,Stationery,38815,237,24,15,365
Keyboard,Electronics,1830,60,24,1,24
Laptop,Electronics,6319,136,21,3,64
Oil,Grocery,45864,89,24,6,146
Table,Furniture,46588,104,14,13,183
Phone,Electronics,34128,42,13,10,128
Table,Furniture,25776,117,1,1,6
Phone,Electronics,1120,130,7,8,59
Bottle,Accessories,11825,144,24,8,190
Notebook,Stationery,14224,281,3,15,40
Shoes,Fashion,11193,294,2,6,8
Table,Furniture,21630,242,5,13,69
Shampoo,Personal Care,718,79,16,9,145
Phone,Electronics,23110,12,15,9,132
Keyboard,Electronics,37325,131,12,1,11
Phone,Electronics,49631,212,26,9,236
Milk,Grocery,372,32,17,4,72
Oil,Grocery,42308,141,19,6,119
Sugar,Grocery,13580,24,5,5,26
Shoes,Fashion,40218,87,22,13,288
Rice,Grocery,35242,184,14,2,27
Notebook,Stationery,45522,66,29,10,289
Phone,Electronics,17270,293,7,6,41
Printer,Electronics,35490,240,12,8,98
Shampoo,Personal Care,29329,91,14,11,156
Printer,Electronics,17607,293,15,3,47
Keyboard,Electronics,216,75,11,12,129
Notebook,Stationery,37638,293,5,10,46
Chair,Furniture,29675,74,18,13,230
Sugar,Grocery,6269,246,13,4,48
Bag,Fashion,16093,272,24,4,99
Mouse,Electronics,40692,253,29,11,324
Printer,Electronics,40914,125,10,14,143
Mouse,Electronics,20733,146,11,11,126
Bottle,Accessories,9452,182,9,2,15
Printer,Electronics,13399,236,4,11,49
Table,Furniture,9772,24,9,7,66
Bottle,Accessories,5867,249,14,5,72
Notebook,Stationery,15895,189,19,12,226
Sugar,Grocery,43687,287,7,8,60
Keyboard,Electronics,48691,202,11,6,62
Chair,Furniture,36713,81,1,12,8
Pen,Stationery,5940,33,18,15,268
Printer,Electronics,42419,75,17,6,100
Mouse,Electronics,2183,249,26,1,28
Shoes,Fashion,25053,231,10,12,124
Pen,Stationery,25247,146,2,3,2
Bag,Fashion,33999,19,17,6,100
Rice,Grocery,12272,78,15,4,59
Headphones,Electronics,6807,61,11,10,115
Soap,Personal Care,5436,71,7,4,29
Bag,Fashion,33060,232,20,13,255
Phone,Electronics,46938,147,18,11,195
Table,Furniture,11185,87,14,8,109
Monitor,Electronics,14197,231,15,12,180
Bag,Fashion,30665,118,16,1,17
Notebook,Stationery,19655,231,13,7,95
Phone,Electronics,19322,89,3,5,15
Chair,Furniture,31717,128,6,9,51
Shoes,Fashion,3331,210,19,10,189
Table,Furniture,31377,61,12,9,109
Notebook,Stationery,21702,132,8,2,13
Printer,Electronics,11830,246,27,5,131
Notebook,Stationery,39655,172,19,4,73
Headphones,Electronics,8788,141,14,9,121
Notebook,Stationery,28156,56,7,1,9
Phone,Electronics,28925,61,16,12,190
Keyboard,Electronics,31793,297,2,15,34
Table,Furniture,20971,264,16,7,114
Printer,Electronics,48236,279,17,6,103
Shampoo,Personal Care,30785,44,17,11,184
Notebook,Stationery,43700,52,13,4,56
Soap,Personal Care,21618,9,8,6,48
Soap,Personal Care,27933,281,3,9,26
Monitor,Electronics,42482,239,21,4,87
Pen,Stationery,49015,143,17,4,65
Soap,Personal Care,44646,242,16,7,117
Bag,Fashion,2493,5,14,8,117
Soap,Personal Care,9934,125,27,13,347
Soap,Personal Care,6942,194,7,15,105
Keyboard,Electronics,17453,185,17,7,122
Monitor,Electronics,10012,49,23,2,41
Notebook,Stationery,2946,246,24,1,22
Headphones,Electronics,13887,161,15,15,226
Chair,Furniture,40623,276,27,1,29
Table,Furniture,6733,156,10,12,116
Shoes,Fashion,7500,35,11,7,80
Laptop,Electronics,10271,93,27,13,346
Oil,Grocery,47611,124,20,6,123
Monitor,Electronics,26823,28,15,11,161
Sugar,Grocery,28586,59,6,15,86
Bottle,Accessories,19232,127,17,12,203
Laptop,Electronics,13670,72,16,13,206
Rice,Grocery,5250,16,21,1,25
Printer,Electronics,32256,217,8,9,70
Table,Furniture,39937,239,30,5,145
Soap,Personal Care,2175,121,5,7,39
Monitor,Electronics,30429,115,4,9,38
Bottle,Accessories,49850,93,21,11,232
Printer,Electronics,39339,85,7,4,24
Printer,Electronics,10144,273,14,13,184
Shoes,Fashion,29715,192,4,2,11
Shampoo,Personal Care,24325,48,27,2,57
Monitor,Electronics,4694,292,28,12,339
Pen,Stationery,21720,160,23,10,232
Keyboard,Electronics,23111,88,12,4,43
Chair,Furniture,42743,102,11,13,138
Laptop,Electronics,19481,103,8,13,108
Shampoo,Personal Care,21260,127,22,10,224
Monitor,Electronics,19951,23,21,12,248
Notebook,Stationery,9617,200,26,7,187
Notebook,Stationery,43779,235,28,8,224
Milk,Grocery,32437,114,1,15,14
Shoes,Fashion,47211,117,23,1,24
Mouse,Electronics,35738,158,27,13,348
Monitor,Electronics,16132,249,21,14,289
Monitor,Electronics,7389,107,18,13,234
Milk,Grocery,3920,47,24,12,285
Oil,Grocery,42766,266,14,8,116
Sugar,Grocery,27246,148,29,5,142
Chair,Furniture,17327,237,12,1,8
Phone,Electronics,37298,165,4,9,41
Mouse,Electronics,33700,159,23,11,251
Rice,Grocery,14394,207,23,4,92
Table,Furniture,47945,244,7,2,10
Keyboard,Electronics,3589,240,29,11,317
Keyboard,Electronics,27239,118,12,1,17
Phone,Electronics,5164,285,8,11,84
Oil,Grocery,32011,209,10,8,77
Table,Furniture,30614,224,24,11,262
Notebook,Stationery,18326,167,20,8,158
Bottle,Accessories,47528,31,18,12,218
Sugar,Grocery,17263,52,22,3,63
Notebook,Stationery,17794,4,5,4,20
Printer,Electronics,3444,281,2,13,21
Pen,Stationery,21310,133,20,11,216
Phone,Electronics,41076,198,27,14,378
Notebook,Stationery,46401,34,11,12,131
Headphones,Electronics,6713,181,24,5,121
Keyboard,Electronics,23093,154,26,10,256
Milk,Grocery,13184,115,9,8,72
Printer,Electronics,1405,262,27,3,79
Oil,Grocery,5868,76,3,7,20
Chair,Furniture,21235,274,8,3,27
Table,Furniture,38059,101,2,4,9
Table,Furniture,43876,133,20,15,298
Table,Furniture,47504,194,3,3,12
Shampoo,Personal Care,16574,23,24,12,288
Monitor,Electronics,48752,47,13,5,66
Table,Furniture,23852,106,29,11,318
Milk,Grocery,41883,25,26,7,180
Pen,Stationery,4474,236,20,13,256
Table,Furniture,35486,128,20,4,79
Monitor,Electronics,8455,47,13,1,15
Soap,Personal Care,39211,99,16,14,221
Rice,Grocery,26604,108,20,1,22
Shoes,Fashion,23739,23,12,12,144
Sugar,Grocery,43375,132,22,10,221
Chair,Furniture,42639,182,22,15,330
Bottle,Accessories,2341,148,13,2,28
Monitor,Electronics,38313,51,11,10,115
Printer,Electronics,20365,299,1,13,11
Mouse,Electronics,20822,3,12,5,57
Shoes,Fashion,30449,259,9,12,112
Phone,Electronics,40983,44,2,9,16
Mouse,Electronics,10757,91,17,12,203
Phone,Electronics,20144,84,24,5,124
Sugar,Grocery,7588,1,8,15,120
Keyboard,Electronics,2791,238,5,11,51
Phone,Electronics,40575,275,28,12,333
Bag,Fashion,18485,98,20,10,199
Laptop,Electronics,41682,163,7,4,33
Table,Furniture,45620,101,26,1,25
Table,Furniture,9323,25,28,8,227
Bottle,Accessories,6384,122,18,8,145
Notebook,Stationery,21195,129,13,6,74
Phone,Electronics,4610,78,16,5,79
Pen,Stationery,44681,160,28,7,199
Bottle,Accessories,3792,70,21,14,291
Table,Furniture,24695,95,1,15,16
Keyboard,Electronics,13947,184,24,6,139
Table,Furniture,37460,36,15,6,92
Keyboard,Electronics,3978,262,19,9,171
Keyboard,Electronics,7565,297,3,1,6
Table,Furniture,17937,222,16,5,77
Bottle,Accessories,49116,202,3,2,2
Sugar,Grocery,7059,73,22,13,291
Bottle,Accessories,39363,235,25,9,230
Bag,Fashion,23555,9,22,1,20
Bag,Fashion,28476,3,2,5,11
Milk,Grocery,48167,191,24,2,43
Bag,Fashion,19224,190,21,7,150
Milk,Grocery,34035,149,1,5,1
Phone,Electronics,9535,89,24,8,194
Monitor,Electronics,15426,110,2,3,4
Keyboard,Electronics,19964,139,20,4,79
Bottle,Accessories,16920,244,21,12,255
Mouse,Electronics,27239,81,1,14,15
Monitor,Electronics,34908,147,4,14,51
Sugar,Grocery,29854,109,18,13,231
Bag,Fashion,43999,161,12,1,10
Keyboard,Electronics,49774,43,9,10,87
Chair,Furniture,44801,196,6,12,73
Shampoo,Personal Care,5863,221,3,6,19
Shampoo,Personal Care,34291,43,19,14,264
Soap,Personal Care,45723,269,21,12,252
Pen,Stationery,43999,125,4,4,21
Mouse,Electronics,34105,135,25,15,372
Keyboard,Electronics,38875,218,24,8,187
Bottle,Accessories,33808,217,24,4,94
Monitor,Electronics,1641,30,24,3,69
Headphones,Electronics,35182,95,14,9,125
Notebook,Stationery,29827,197,23,1,24
Rice,Grocery,9780,194,18,4,69
Rice,Grocery,2329,250,24,2,48
Soap,Personal Care,43666,157,7,9,65
Shampoo,Personal Care,30619,122,27,12,323
Monitor,Electronics,40428,273,15,15,223
Soap,Personal Care,39448,126,11,15,164
Sugar,Grocery,49827,51,19,8,155
Shampoo,Personal Care,21438,135,4,13,56
Laptop,Electronics,24699,143,22,6,134
Oil,Grocery,37797,147,21,14,298
Monitor,Electronics,41714,159,6,8,48
Shampoo,Personal Care,18337,273,1,14,19
Pen,Stationery,8867,50,5,2,6
Keyboard,Electronics,37237,64,25,14,350
Oil,Grocery,24352,254,10,8,84
Laptop,Electronics,31567,299,18,4,67
Notebook,Stationery,14673,278,16,1,18
Shampoo,Personal Care,5170,202,18,8,148
Phone,Electronics,46269,111,19,1,16
Mouse,Electronics,14998,47,18,6,103
Mouse,Electronics,47506,258,4,12,45
Bottle,Accessories,23629,148,4,15,58
Mouse,Electronics,11362,257,11,10,113
Shampoo,Personal Care,3040,49,3,7,25
Bottle,Accessories,19410,79,16,13,208
Headphones,Electronics,721,275,10,5,47
Pen,Stationery,40005,255,16,14,219
Monitor,Electronics,27630,162,10,15,145
Bottle,Accessories,48470,233,21,8,171
Keyboard,Electronics,35315,188,29,15,437
Rice,Grocery,32233,234,30,13,394
Mouse,Electronics,27694,14,30,8,245
Phone,Electronics,33613,133,3,1,0
Bag,Fashion,23370,149,11,15,167
Bag,Fashion,16448,99,3,9,27
Notebook,Stationery,10832,33,19,3,62
Monitor,Electronics,44926,212,26,6,151
Milk,Grocery,45181,154,10,10,96
Mouse,Electronics,1337,78,2,7,14
Oil,Grocery,36486,48,1,11,14
Chair,Furniture,8278,82,26,3,83
Pen,Stationery,47359,169,4,13,48
Mouse,Electronics,28282,15,15,6,93
Soap,Personal Care,42562,80,28,15,418
Sugar,Grocery,22123,28,5,9,49
Oil,Grocery,27578,12,17,4,68
Milk,Grocery,35573,33,29,13,381
Table,Furniture,37890,26,7,14,95
Oil,Grocery,47763,73,5,1,10
Chair,Furniture,6939,50,25,1,26
Sugar,Grocery,27339,130,26,13,342
Rice,Grocery,48387,276,4,12,49
Shoes,Fashion,40670,66,30,12,358
Shoes,Fashion,38082,259,7,15,108
Headphones,Electronics,41576,135,9,9,77
Laptop,Electronics,47301,300,18,4,72
Phone,Electronics,14786,133,24,6,147
Soap,Personal Care,29333,234,25,12,300
Shampoo,Personal Care,31714,273,30,1,27
Oil,Grocery,31258,233,29,5,140
Chair,Furniture,44623,12,28,5,144
Headphones,Electronics,45908,258,25,12,301
Milk,Grocery,5778,104,29,6,179
Oil,Grocery,32894,90,28,6,173
Printer,Electronics,28064,173,7,14,96
Keyboard,Electronics,31730,174,12,12,147
Bottle,Accessories,30021,40,30,3,95
Milk,Grocery,2391,6,17,9,149
Rice,Grocery,44223,291,20,10,203
Monitor,Electronics,26501,214,29,11,322
Mouse,Electronics,39248,32,29,8,232
Monitor,Electronics,16710,174,4,5,25
Headphones,Electronics,33790,75,24,10,243
Laptop,Electronics,11870,91,12,8,97
Rice,Grocery,34784,75,6,14,79
Chair,Furniture,17931,105,30,11,327
Phone,Electronics,27538,192,7,7,44
Table,Furniture,22255,130,14,8,116
Soap,Personal Care,49197,92,1,12,9
Chair,Furniture,13645,298,4,8,36
Pen,Stationery,38136,41,10,15,145
Table,Furniture,27739,202,29,5,149
Laptop,Electronics,10189,100,21,12,257
Headphones,Electronics,49467,215,24,14,332
Phone,Electronics,40555,175,23,6,138
Monitor,Electronics,34458,219,11,14,159
Shampoo,Personal Care,14609,121,11,9,95
Keyboard,Electronics,18537,55,23,15,348
Phone,Electronics,1121,66,8,4,28
Shoes,Fashion,24130,60,2,7,11
Mouse,Electronics,23313,171,24,4,95
Soap,Personal Care,5057,2,19,3,57
Monitor,Electronics,34962,33,2,3,10
Keyboard,Electronics,16517,11,2,3,10
Notebook,Stationery,23606,218,8,3,19
Shampoo,Personal Care,16483,223,7,2,16
Phone,Electronics,3084,40,17,15,259
Bottle,Accessories,39691,105,10,10,96
Shampoo,Personal Care,5710,171,10,6,57
Headphones,Electronics,18449,132,29,12,344
Notebook,Stationery,49719,54,21,4,83
Rice,Grocery,2758,198,11,8,84
Soap,Personal Care,26612,76,3,11,30
Laptop,Electronics,23788,222,15,13,198
Monitor,Electronics,26574,29,23,15,341
Chair,Furniture,16986,158,27,7,189
Shoes,Fashion,3856,288,21,7,152
Chair,Furniture,14702,233,26,12,316
Notebook,Stationery,10415,208,20,5,103
Shoes,Fashion,18930,129,23,8,182
Bag,Fashion,46031,135,25,1,20
Sugar,Grocery,8921,150,14,11,158
Rice,Grocery,18473,49,4,10,35
Bottle,Accessories,763,91,4,8,33
Soap,Personal Care,42485,73,30,1,27
Headphones,Electronics,24515,88,3,14,47
Laptop,Electronics,20617,121,3,5,17
Rice,Grocery,23946,199,8,6,47
Laptop,Electronics,40474,95,10,13,126
Oil,Grocery,4089,170,11,13,145
Monitor,Electronics,27901,282,5,12,55
Shampoo,Personal Care,19936,69,24,6,142
Table,Furniture,45183,37,7,6,38
Monitor,Electronics,10938,18,11,1,13
Bottle,Accessories,22436,59,2,6,8
Shampoo,Personal Care,14917,227,18,15,265
Sugar,Grocery,28298,244,17,4,65
Monitor,Electronics,27803,1,25,13,322
Monitor,Electronics,43223,297,26,12,309
Pen,Stationery,32677,96,19,4,81
Soap,Personal Care,29182,112,18,7,131
Notebook,Stationery,8524,127,14,3,46
Pen,Stationery,12409,78,5,9,42
Bag,Fashion,38731,62,20,9,177
Headphones,Electronics,30301,97,8,3,25
Bag,Fashion,2263,220,26,8,212
Oil,Grocery,36129,65,30,9,266
Laptop,Electronics,34488,122,17,3,49
Keyboard,Electronics,22720,112,4,13,48
Rice,Grocery,24383,144,5,13,66
Pen,Stationery,23984,243,4,14,60
Printer,Electronics,48656,244,30,8,238
Phone,Electronics,41073,5,16,11,175
Monitor,Electronics,45517,18,3,14,43
Keyboard,Electronics,2009,159,7,2,12
Keyboard,Electronics,41559,36,23,12,273
Phone,Electronics,41082,140,10,1,10
Table,Furniture,6016,218,19,4,78
Sugar,Grocery,41326,27,1,2,0
Printer,Electronics,38451,276,10,11,107
Milk,Grocery,22497,107,11,1,7
Shoes,Fashion,8646,35,21,15,310
Monitor,Electronics,6395,20,6,7,46
Bag,Fashion,7064,130,27,1,31
Oil,Grocery,42795,288,3,13,41
Bag,Fashion,20093,60,27,6,164
Mouse,Electronics,37375,194,8,12,93
Bag,Fashion,7861,69,12,14,172
Sugar,Grocery,31259,163,12,14,167
Chair,Furniture,623,212,9,10,86
Bag,Fashion,46225,201,7,13,94
Oil,Grocery,47235,75,27,14,375
Headphones,Electronics,37741,87,21,6,127
Bottle,Accessories,40059,18,28,7,194
Printer,Electronics,47817,192,18,14,252
Table,Furniture,38955,245,8,1,6
Shoes,Fashion,19394,143,1,10,5
Mouse,Electronics,33949,215,20,6,116
Printer,Electronics,3419,267,3,11,37
Soap,Personal Care,42037,193,17,10,172
Bottle,Accessories,44812,193,21,14,298
Notebook,Stationery,4890,163,17,7,118
Keyboard,Electronics,48779,33,5,10,52
Table,Furniture,41211,107,17,7,123
Milk,Grocery,24617,145,21,3,66
Headphones,Electronics,7899,219,28,5,143
Laptop,Electronics,7320,260,18,8,139
Table,Furniture,22487,269,15,11,165
Laptop,Electronics,40003,4,14,3,45
Rice,Grocery,8133,83,24,13,309
Shampoo,Personal Care,17600,121,23,11,249
Milk,Grocery,49371,221,6,12,76
Printer,Electronics,22254,261,8,9,68
Laptop,Electronics,43388,5,16,12,188
Printer,Electronics,1507,199,11,9,100
Printer,Electronics,33328,112,21,11,226
Rice,Grocery,33535,94,4,6,22
Chair,Furniture,6024,184,14,12,166
Sugar,Grocery,49469,249,2,12,22
Bottle,Accessories,35390,155,27,4,109
Chair,Furniture,48844,59,7,11,77
Oil,Grocery,44921,268,6,8,43
Pen,Stationery,11290,115,16,11,178
Chair,Furniture,37800,22,13,10,126
Oil,Grocery,10442,108,15,8,120
Bag,Fashion,9045,221,14,7,96
Headphones,Electronics,46608,129,16,15,241
Phone,Electronics,49623,93,9,15,140
Table,Furniture,19003,113,13,14,180
Bottle,Accessories,37547,121,20,7,141
Printer,Electronics,16566,102,27,2,57
Phone,Electronics,40751,12,27,5,136
Bag,Fashion,13288,113,14,10,135
Mouse,Electronics,35534,102,10,9,87
Headphones,Electronics,17299,131,5,6,35
Rice,Grocery,25048,252,6,10,56
Notebook,Stationery,8849,81,29,3,85
Bottle,Accessories,33309,94,22,13,281
Shampoo,Personal Care,3081,22,15,5,75
Sugar,Grocery,38962,23,12,12,144
Headphones,Electronics,14315,128,1,13,15
Headphones,Electronics,20112,97,24,11,261
Printer,Electronics,10093,19,5,2,13
Shoes,Fashion,17776,100,17,2,37
Printer,Electronics,5664,230,12,7,80
Keyboard,Electronics,1963,189,29,4,121
Shampoo,Personal Care,27265,142,7,14,98
Sugar,Grocery,7260,298,12,3,39
Milk,Grocery,6632,48,30,4,125
Sugar,Grocery,35195,278,10,5,53
Mouse,Electronics,37504,289,7,6,43
Milk,Grocery,41355,217,7,5,37
Milk,Grocery,23892,140,13,4,54
Soap,Personal Care,12067,182,22,13,290
Mouse,Electronics,33857,153,7,12,87
Table,Furniture,10058,299,12,11,132
Table,Furniture,36334,175,24,5,117
Shampoo,Personal Care,32767,148,24,3,67
Oil,Grocery,597,82,20,7,139
Bag,Fashion,6840,51,23,4,91
Bag,Fashion,17207,24,7,3,25
Shampoo,Personal Care,1837,91,27,10,266
Bag,Fashion,43886,108,15,8,120
Laptop,Electronics,23660,206,19,10,191
Phone,Electronics,14130,241,3,11,28
Shoes,Fashion,3508,36,17,13,225
Soap,Personal Care,6114,233,5,1,0
Milk,Grocery,46868,193,7,11,80
Monitor,Electronics,16252,55,26,3,73
Shampoo,Personal Care,39437,66,5,12,63
Chair,Furniture,36437,293,2,5,11
Pen,Stationery,40207,297,3,1,5
Printer,Electronics,13922,0,14,4,56
Rice,Grocery,34301,59,8,7,51
Printer,Electronics,41623,17,15,2,30
Chair,Furniture,45411,133,11,8,93
Rice,Grocery,3188,102,5,6,34
Shoes,Fashion,40012,240,22,4,90
Laptop,Electronics,41507,203,9,4,38
Pen,Stationery,11192,218,15,15,228
Soap,Personal Care,12624,34,18,1,16
Table,Furniture,42320,45,16,15,235
Printer,Electronics,27786,26,9,1,8
Table,Furniture,29824,245,6,6,38
Laptop,Electronics,43161,39,13,12,153
Notebook,Stationery,29826,134,12,10,124
Laptop,Electronics,3141,43,3,11,36
Notebook,Stationery,13224,218,9,8,73
Shampoo,Personal Care,44080,18,24,15,365
Laptop,Electronics,21887,180,2,11,17
Bag,Fashion,991,88,26,2,57
Sugar,Grocery,8203,79,24,10,236
Monitor,Electronics,24995,167,9,8,69
Bag,Fashion,40321,113,15,10,151
Mouse,Electronics,46815,133,5,13,62
Oil,Grocery,47212,203,28,1,31
Laptop,Electronics,20043,75,29,1,34
Phone,Electronics,34665,46,4,7,23
Table,Furniture,117,52,29,2,62
Mouse,Electronics,17675,152,2,11,24
Mouse,Electronics,49198,78,22,15,329
Chair,Furniture,10337,190,21,11,232
Shoes,Fashion,24805,199,5,4,21
Oil,Grocery,17759,66,25,11,277
Monitor,Electronics,4680,115,7,4,29
Mouse,Electronics,27881,176,3,6,19
Chair,Furniture,24821,202,7,12,80
Keyboard,Electronics,21964,209,5,10,46
Bottle,Accessories,21543,186,1,12,14
Laptop,Electronics,28153,200,19,10,187
Mouse,Electronics,27361,60,19,2,34
Laptop,Electronics,24781,110,3,5,10
Table,Furniture,16086,27,27,6,161
Bottle,Accessories,36745,224,19,8,153
Bag,Fashion,27350,77,15,13,193
Phone,Electronics,39550,269,25,7,180
Rice,Grocery,26781,261,28,6,171
Table,Furniture,33950,199,13,11,146
Pen,Stationery,41554,200,26,9,239
Laptop,Electronics,11063,63,6,13,77
Rice,Grocery,31745,127,5,13,70
